Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received,cape_link
"Wakefield, Monica                  ",ANBI 116   - Evolution/Primate Reproduction (A),SP12,74,33,87.9 %,90.9 %,5.25,B+ (3.43),B (3.20),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744869
"Strum, Shirley C.",ANBI 132   - Conservation&Human Predicament (A),SP12,107,50,94.0 %,88.0 %,5.36,B (3.20),B- (2.85),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744070
"Strum, Shirley C.",ANBI 132   - Conservation&Human Predicament (A),SP12,18,9,100.0 %,100.0 %,5.17,B (3.11),B- (2.85),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744871
"Woodruff, David S                  ",ANBI 132   - Conservation&Human Predicament (A),SP12,18,9,100.0 %,100.0 %,5.75,B (3.11),B- (2.85),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744871
"Woodruff, David S                  ",ANBI 132   - Conservation&Human Predicament (A),SP12,107,51,94.0 %,94.0 %,5.44,B (3.20),B- (2.85),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744070
"Semendeferi, Ekaterini             ",ANBI 140   - Evolution of Human Brain       (A),SP12,17,7,85.7 %,85.7 %,4.50,B+ (3.57),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=748460
"Yarris, Kristin E                  ",ANSC 100   - Spec Top/Socio-Cultural Anthro (A),SP12,21,17,94.1 %,100.0 %,6.50,B+ (3.60),A- (3.83),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744878
"Bialecki, Jon Anthony              ",ANSC 100   - Spec Top/Socio-Cultural Anthro (B),SP12,23,7,100.0 %,100.0 %,3.36,B+ (3.57),B+ (3.48),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744879
"Jordan, David K.                   ",ANSC 100   - Spec Top/Socio-Cultural Anthro (C),SP12,22,9,100.0 %,88.9 %,4.28,B+ (3.38),B (3.09),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=748650
"Pedersen, David                    ",ANSC 100   - Spec Top/Socio-Cultural Anthro (D),SP12,14,7,42.9 %,42.9 %,2.79,A- (3.86),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744881
"Ozyurek, Esra                      ",ANSC 100   - Spec Top/Socio-Cultural Anthro (E),SP12,9,5,100.0 %,100.0 %,4.50,B+ (3.60),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=748651
"Haviland, John B.                  ",ANSC 100   - Spec Top/Socio-Cultural Anthro (F),SP12,10,4,100.0 %,100.0 %,3.50,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=748520
"Hankins, Joseph D.                 ",ANSC 100   - Spec Top/Socio-Cultural Anthro (G),SP12,12,7,100.0 %,100.0 %,8.21,A- (3.71),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=749233
"Stasch, Rupert S                   ","ANSC 109   - Jokes, Monsters, and Strangers (A)",SP12,104,50,91.8 %,93.9 %,4.38,B+ (3.68),B+ (3.37),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744882
"Yarris, Kristin E                  ",ANSC 121   - Psychological Anthropology     (A),SP12,50,32,90.6 %,90.6 %,7.06,B+ (3.61),B+ (3.64),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744884
"Postero, Nancy Grey                ",ANSC 140   - Human Rights II: Contemp Issue (B),SP12,20,12,90.9 %,90.9 %,6.10,B+ (3.67),B+ (3.38),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=749564
"Postero, Nancy Grey                ",ANSC 140   - Human Rights II: Contemp Issue (B),SP12,23,11,100.0 %,100.0 %,5.23,B+ (3.67),B+ (3.38),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=749567
"Woolard, Kathryn A                 ","ANSC 162   - Language, Identity & Community (A)",SP12,41,21,76.2 %,90.5 %,5.83,B (3.22),B (3.07),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=747547
"Bialecki, Jon Anthony              ",ANTH 103   - Social Anthropology            (B),SP12,98,40,85.0 %,92.5 %,5.10,B+ (3.55),B+ (3.44),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=749351
"Fortier, Jana                      ",ANTH 3   - World Prehistory               (B),SP12,80,33,75.8 %,66.7 %,4.44,B (3.24),B (3.04),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=749427
"Wakefield, Monica                  ",ANTH 42   - Study of Primates in Nature    (A),SP12,34,16,100.0 %,100.0 %,4.38,B+ (3.53),B+ (3.34),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744897
"Postero, Nancy Grey                ",ANTH 87   - Freshman Seminar               (A),SP12,11,3,100.0 %,100.0 %,1.83,N/A,N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=748593
"Algaze, Guillermo                  ",ANAR 100   - Spec Topics/Anth Archaeology   (A),WI12,12,5,80.0 %,100.0 %,7.70,B+ (3.60),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=738266
"Goldstein, Paul S                  ",ANAR 100   - Spec Topics/Anth Archaeology   (B),WI12,10,4,100.0 %,100.0 %,5.50,B (3.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=743203
"Braswell, Geoffrey E.              ","ANAR 144   - Pharaohs,Mummies:Intro Egyptly (A)",WI12,50,38,92.1 %,92.1 %,3.96,B+ (3.64),B (3.09),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=733097
"Braswell, Geoffrey E.              ",ANAR 154   - The Aztecs & Their Ancestors   (A),WI12,45,35,94.3 %,91.4 %,5.19,B+ (3.41),B- (2.83),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=738268
"Friedman, Jonathan K.              ",ANSC 100   - Spec Top/Socio-Cultural Anthro (A),WI12,13,6,66.7 %,83.3 %,8.17,B+ (3.60),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=733100
"Stasch, Rupert S                   ",ANSC 107   - Meaning/Symbols in Social Life (A),WI12,46,24,83.3 %,95.8 %,4.67,A- (3.87),B+ (3.55),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=733101
"Haviland, John B.                  ",ANSC 116   - Languages of Americas: Mayan   (B),WI12,12,7,71.4 %,71.4 %,8.83,B+ (3.67),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=739095
"Bialecki, Jon Anthony              ",ANSC 120   - Anthropology of Religion       (A),WI12,45,23,66.7 %,76.2 %,5.02,B+ (3.50),B+ (3.45),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=733102
"Woolard, Kathryn A                 ",ANSC 122   - Language in Society            (A),WI12,33,21,85.7 %,95.2 %,4.40,B (3.22),B- (2.96),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=733103
"Brenner, Suzanne A                 ","ANSC 125   - Gender, Sexuality, & Society   (A)",WI12,113,56,94.5 %,89.1 %,4.94,B+ (3.56),B+ (3.52),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=733104
"Yarris, Kristin E                  ",ANSC 148   - Global Health/Cultrl Diversity (A),WI12,100,55,100.0 %,98.2 %,5.59,A- (3.72),B+ (3.54),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=733107
"Wakefield, Monica                  ",ANTH 102   - Humans Are Cultural Animals    (A),WI12,136,68,86.8 %,97.1 %,5.15,B+ (3.38),B (3.20),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=733115
"Wakefield, Monica                  ",ANTH 2   - Human Origins                  (A),WI12,166,89,83.0 %,94.3 %,4.99,B+ (3.43),B (3.17),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=733109
"Goldstein, Paul S                  ",ANAR 156   - Archaeology of South America   (A),FA11,59,26,92.3 %,92.3 %,5.35,B+ (3.50),B (3.20),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=725307
"Wakefield, Monica                  ",ANBI 100   - Spec Topics/Biological Anthrop (A),FA11,34,25,92.0 %,100.0 %,5.54,B+ (3.61),A- (3.71),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=725311
"Wakefield, Monica                  ",ANBI 111   - Adv Priciples/Human Evolution  (A),FA11,38,17,82.4 %,82.4 %,7.56,B+ (3.41),B (3.14),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=727202
"Schoeninger, Margaret J            ",ANBI 141   - The Evolution of Human Diet    (A),FA11,79,35,77.1 %,85.7 %,5.53,B+ (3.35),B (3.25),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=725312
"Friedman, Jonathan K.              ",ANSC 100   - Spec Top/Socio-Cultural Anthro (A),FA11,26,9,33.3 %,44.4 %,4.50,B (3.00),B+ (3.62),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=725315
"Ozyurek, Esra                      ",ANSC 100   - Spec Top/Socio-Cultural Anthro (B),FA11,37,27,73.1 %,69.2 %,6.81,A- (3.71),B (3.22),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=726420
"Bialecki, Jon Anthony              ",ANSC 100   - Spec Top/Socio-Cultural Anthro (C),FA11,50,25,76.0 %,84.0 %,6.02,B+ (3.33),B+ (3.50),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=727194
"Peacock, Elizabeth A.              ",ANSC 118   - Language and Culture           (B),FA11,34,19,73.7 %,66.7 %,6.50,B+ (3.38),B- (2.96),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=727193
"Yarris, Kristin E                  ",ANSC 144   - Immigrant and Refugee Health   (A),FA11,69,47,95.7 %,93.6 %,5.99,A- (3.80),A- (3.73),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=727458
"Fortier, Jana                      ",ANTH 1   - Introduction to Culture        (B),FA11,132,61,85.0 %,80.0 %,5.33,B+ (3.47),B- (2.85),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=729112
"Algaze, Guillermo                  ",ANTH 101   - Foundations/Social Complexity  (A),FA11,136,69,84.1 %,89.7 %,5.63,B+ (3.58),B+ (3.38),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=725328
"Pedersen, David                    ",ANTH 23   - Debating Multiculturalism      (A),FA11,158,70,42.9 %,59.4 %,5.46,B- (2.74),B- (2.74),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=725323
"Jordan, David K.                   ",ANTH 87   - Freshman Seminar               (A),FA11,13,9,88.9 %,100.0 %,1.17,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=727049
"Braswell, Geoffrey E.              ",ANAR 100   - Spec Topics/Anth Archaeology   (A),S311,12,8,100.0 %,100.0 %,10.00,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=716171
"Braswell, Geoffrey E.              ",ANAR 155S  - Stdy Abrd: Ancient Mesoamerica (A),S311,12,8,100.0 %,100.0 %,10.00,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=716172
"Eliot, Krista Shawn                ","ANSC 125   - Gender, Sexuality, & Society   (A)",S211,19,5,100.0 %,100.0 %,5.70,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719249
"Elinoff, Eli Asher                 ",ANSC 140   - Human Rights II: Contemp Issue (A),S211,9,5,100.0 %,100.0 %,10.10,B+ (3.60),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719250
"Gideonse, Theodore Karwoski        ",ANSC 164   - Intro to Medical Anthropology  (A),S211,14,6,83.3 %,100.0 %,9.17,B+ (3.40),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719252
"Parish, Steven Martin              ",ANSC 166   - Film and Culture in Asia       (A),S211,28,8,100.0 %,100.0 %,3.25,A- (3.75),B+ (3.67),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719253
"Karis, Timothy Daniel              ",ANTH 1   - Introduction to Culture        (A),S211,19,11,100.0 %,90.9 %,5.77,B+ (3.44),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719255
"Peterson, Mary E.                  ",ANTH 2   - Human Origins                  (A),S211,20,18,94.1 %,94.1 %,6.17,B (3.24),B+ (3.47),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719256
"Froehle, Andrew W.                 ",ANBI 143   - The Human Skeleton             (A),S111,27,11,81.8 %,81.8 %,10.68,B (3.18),B- (2.75),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718502
"Klimova, Julia Germanovna          ",ANSC 120   - Anthropology of Religion       (A),S111,16,5,100.0 %,100.0 %,8.50,A- (3.80),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718504
"Snyder-Frey, Alicia C.             ",ANSC 122   - Language in Society            (A),S111,21,7,85.7 %,100.0 %,4.79,B+ (3.43),B (3.15),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718505
"Tran, Allen                        ",ANSC 128   - Culture and Emotion            (A),S111,15,6,83.3 %,83.3 %,8.50,B+ (3.40),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718506
"Csordas, Thomas J.                 ",ANSC 129   - Meaning and Healing            (A),S111,13,4,100.0 %,100.0 %,10.00,B+ (3.50),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718508
"Haynes, Naomi Rae                  ",ANTH 23   - Debating Multiculturalism      (A),S111,17,7,100.0 %,100.0 %,6.21,B+ (3.67),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718510
"Algaze, Guillermo                  ",ANTH 3   - World Prehistory               (A),S111,21,12,75.0 %,75.0 %,3.50,A- (3.70),B+ (3.52),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718509
"Fortier, Jana                      ",ANAR 100   - Spec Topics/Anth Archaeology   (B),SP11,15,9,88.9 %,77.8 %,5.83,B+ (3.50),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=716008
"Levy, Thomas E                     ",ANAR 111   - Anthropological Archaeology    (A),SP11,46,21,76.2 %,85.7 %,6.12,B+ (3.30),B (3.15),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=709839
"Algaze, Guillermo                  ",ANAR 184   - Political Economy/Early Empire (A),SP11,25,11,100.0 %,100.0 %,5.30,A- (3.90),B+ (3.64),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=716010
"Wakefield, Monica                  ",ANBI 111   - Adv Priciples/Human Evolution  (A),SP11,59,33,93.8 %,96.8 %,4.88,B+ (3.39),B (3.12),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=709840
"Strum, Shirley C.",ANBI 132   - Conservation&Human Predicament (A),SP11,215,93,80.9 %,78.7 %,4.16,N/A,C+ (2.60),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=714890
"Woodruff, David S                  ",ANBI 132   - Conservation&Human Predicament (A),SP11,215,97,78.4 %,86.6 %,4.34,N/A,C+ (2.60),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=714890
"Semendeferi, Ekaterini             ",ANBI 175   - Modeling Behavior/Early Ancest (A),SP11,10,5,100.0 %,100.0 %,7.70,A- (3.80),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=709844
"Bialecki, Jon Anthony              ",ANSC 100   - Spec Top/Socio-Cultural Anthro (B),SP11,29,14,85.7 %,92.9 %,5.58,B+ (3.36),A- (3.76),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=709848
"Csordas, Thomas J.                 ",ANSC 100   - Spec Top/Socio-Cultural Anthro (C),SP11,34,14,100.0 %,85.7 %,2.93,B+ (3.64),B (3.22),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=716885
"Stasch, Rupert S                   ",ANSC 103   - Photography & Visual Culture   (A),SP11,69,34,94.1 %,91.2 %,5.26,B+ (3.65),B+ (3.42),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=716894
"McNeal, Keith                      ",ANSC 110   - Societies & Cultures/Caribbean (A),SP11,49,27,96.2 %,100.0 %,7.12,B+ (3.69),B+ (3.67),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=709849
"Haviland, John B.                  ","ANSC 119   - Gesture, Communication & Body  (A)",SP11,32,14,42.9 %,57.1 %,9.64,B (3.15),B- (2.90),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=709850
"McNeal, Keith                      ",ANSC 121   - Psychological Anthropology     (A),SP11,59,32,93.8 %,90.3 %,6.38,A- (3.83),A- (3.75),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=709851
"Shafir, Gershon                    ",ANSC 140   - Human Rights II: Contemp Issue (A),SP11,36,14,100.0 %,92.9 %,3.64,B+ (3.62),B+ (3.44),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=709855
"Woolard, Kathryn A                 ","ANSC 162   - Language, Identity & Community (A)",SP11,43,19,84.2 %,94.7 %,3.45,B+ (3.50),B (3.21),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=709859
"Hankins, Joseph D.                 ",ANTH 103   - Social Anthropology            (A),SP11,129,93,96.7 %,98.9 %,5.70,B+ (3.64),B+ (3.56),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=709866
"Hankins, Joseph D.                 ",ANTH 21   - Race and Racisms               (A),SP11,27,22,100.0 %,100.0 %,6.68,B+ (3.60),B- (2.92),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=716888
"Carter, Tara D                     ",ANTH 3   - World Prehistory               (A),SP11,133,62,98.4 %,100.0 %,3.66,A- (3.72),B+ (3.65),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=709863
"Jordan, David K.                   ",ANTH 87   - Freshman Seminar               (A),SP11,13,5,100.0 %,100.0 %,2.00,N/A,N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=716001
"Goldstein, Paul S                  ",ANAR 158   - The Inca: Empire of the Andes  (A),WI11,71,40,90.0 %,92.3 %,4.55,B+ (3.38),B+ (3.50),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=699862
"Semendeferi, Ekaterini             ",ANBI 140   - Evolution of Human Brain       (A),WI11,70,35,68.6 %,68.6 %,6.79,B (3.00),B- (2.85),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=700048
"Pedersen, David                    ",ANSC 100   - Spec Top/Socio-Cultural Anthro (A),WI11,11,9,88.9 %,100.0 %,4.94,A- (3.78),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=699868
"Bialecki, Jon Anthony              ",ANSC 100   - Spec Top/Socio-Cultural Anthro (B),WI11,19,15,93.3 %,100.0 %,5.83,A- (3.71),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=699869
"Black, Steve                       ",ANSC 100   - Spec Top/Socio-Cultural Anthro (C),WI11,7,7,100.0 %,100.0 %,6.79,B+ (3.33),B (3.23),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=699870
"Black, Steve                       ",ANSC 100   - Spec Top/Socio-Cultural Anthro (D),WI11,13,7,85.7 %,85.7 %,9.64,B+ (3.43),B (3.23),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=699871
"Stasch, Rupert S                   ",ANSC 108   - Tourism and Global Culture     (A),WI11,48,25,95.8 %,91.7 %,4.90,B+ (3.56),B (3.22),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=699872
"Woolard, Kathryn A                 ",ANSC 122   - Language in Society            (A),WI11,47,30,76.7 %,85.7 %,5.81,B (3.21),B- (2.99),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=699873
"Brenner, Suzanne A                 ",ANSC 124   - Cultural Anthropology          (A),WI11,57,32,90.6 %,87.1 %,7.66,B+ (3.32),B+ (3.40),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=699874
"Jordan, David K.                   ",ANSC 137   - Chinese Popular Religion       (A),WI11,59,31,67.7 %,74.2 %,5.79,B (3.24),B (3.27),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=699875
"Jenkins, Janis A.                  ",ANSC 148   - Global Health/Cultrl Diversity (A),WI11,84,61,85.2 %,83.3 %,6.20,B+ (3.46),B (3.29),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=699876
"Wakefield, Monica                  ",ANTH 102   - Humans Are Cultural Animals    (A),WI11,112,63,93.7 %,93.7 %,5.87,B+ (3.54),B- (2.76),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=699879
"Wakefield, Monica                  ",ANTH 2   - Human Origins                  (A),WI11,166,73,72.6 %,84.5 %,4.61,B (3.17),B- (2.84),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=699878
"Jordan, David K.                   ",ANTH 87   - Freshman Seminar               (A),WI11,14,10,100.0 %,100.0 %,2.90,N/A,N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=707589
"Braswell, Geoffrey E.              ",ANAR 153 - The Mysterious Maya            (A),FA10,114,65,81.5 %,83.1 %,5.27,B (3.26),B (3.03),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=693894
"Wakefield, Monica                  ",ANBI 100 - Spec Topics/Biological Anthrop (A),FA10,69,41,95.0 %,82.5 %,5.62,B+ (3.42),B (3.14),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=695268
"Wakefield, Monica                  ",ANBI 148 - Primate Behavioral Ecology     (A),FA10,24,16,93.8 %,93.8 %,7.75,B+ (3.63),B+ (3.35),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=695270
"Black, Steve                       ",ANSC 118 - Language and Culture           (A),FA10,42,26,92.3 %,100.0 %,5.50,B+ (3.42),B+ (3.51),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=693899
"Bialecki, Jon Anthony              ",ANSC 120 - Anthropology of Religion       (A),FA10,103,57,83.9 %,87.5 %,6.54,B+ (3.69),B+ (3.46),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=695271
"Csordas, Thomas J.                 ",ANSC 145 - Indigenous People/Nrth America (A),FA10,38,24,87.5 %,83.3 %,5.42,B (3.09),B (3.16),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=693902
"Fortier, Jana                      ",ANTH 1 - Introduction to Culture        (A),FA10,206,104,84.6 %,89.4 %,4.29,B+ (3.38),B (3.13),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=693904
"Goldstein, Paul S                  ",ANTH 101 - Foundations/Social Complexity  (A),FA10,144,76,78.9 %,78.9 %,4.71,B+ (3.41),B+ (3.31),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=693915
"Pedersen, David                    ",ANTH 23 - Debating Multiculturalism      (A),FA10,165,81,71.8 %,64.6 %,3.78,B+ (3.39),B+ (3.46),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=693910
"Goldstein, Paul S                  ",ANTH 87 - Freshman Seminar               (A),FA10,4,4,75.0 %,100.0 %,0.50,N/A,N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=698360
"Jordan, David K.                   ",ANTH 87 - Freshman Seminar               (B),FA10,12,9,100.0 %,88.9 %,2.00,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=698992
"Parish, Steven Martin              ",ANTH 87 - Freshman Seminar               (C),FA10,16,7,100.0 %,85.7 %,1.07,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=702717
"Froehle, Andrew W.                 ",ANBI 143 - The Human Skeleton             (A),SU10,23,8,100.0 %,100.0 %,9.25,B+ (3.50),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=685811
"Peacock, Elizabeth A.              ",ANSC 122 - Language in Society            (A),SU10,23,12,75.0 %,63.6 %,5.33,B+ (3.64),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686785
"Eliot, Krista Shawn                ","ANSC 125 - Gender, Sexuality, & Society   (A)",SU10,25,11,81.8 %,81.8 %,9.23,B+ (3.50),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686233
"Hallman, Heather Spector           ",ANSC 126 - Childhood and Adolescence      (A),SU10,11,4,100.0 %,100.0 %,7.50,B+ (3.50),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686234
"Parish, Steven Martin              ",ANSC 167 - Rituals and Celebrations       (A),SU10,24,7,100.0 %,100.0 %,9.07,A- (3.83),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686235
"Thornton, Brendan Jamal            ",ANTH 1 - Introduction to Culture        (A),SU10,20,6,100.0 %,100.0 %,3.50,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=685813
"Wild, Kyleb D.                     ",ANTH 2 - Human Origins                  (A),SU10,25,17,94.1 %,94.1 %,6.15,A- (3.87),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686236
"Miller, Katherine J.               ",ANTH 23 - Debating Multiculturalism      (A),SU10,22,8,87.5 %,87.5 %,7.50,B+ (3.67),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686786
"Algaze, Guillermo                  ",ANTH 3 - World Prehistory               (A),SU10,19,3,100.0 %,100.0 %,3.83,B+ (3.67),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=685814
"Barger, Nicole L.                  ",ANTH 42 - Study of Primates in Nature    (A),SU10,10,3,100.0 %,100.0 %,5.17,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=685817
"Goldstein, Paul S                  ",ANAR 100 - Spec Topics/Anth Archaeology   (A),SP10,8,3,100.0 %,100.0 %,3.17,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=694580
"Levy, Thomas E                     ",ANAR 111 - Anthropological Archaeology    (A),SP10,41,26,84.6 %,65.4 %,4.42,B+ (3.46),B (3.16),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=678536
"Mazar, Amihai                      ",ANAR 142 - Rise & Fall of Ancient Israel  (A),SP10,53,29,96.6 %,96.6 %,3.88,B+ (3.46),B+ (3.33),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=678537
"Semendeferi, Ekaterini             ",ANBI 109 - Brain Mind Workshop            (A),SP10,9,4,100.0 %,100.0 %,3.00,N/A,N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=694500
"Strum, Shirley C.",ANBI 132 - Conservation&Human Predicament (A),SP10,179,101,84.2 %,86.1 %,5.42,N/A,B- (2.84),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=678538
"Woodruff, David S                  ",ANBI 132 - Conservation&Human Predicament (A),SP10,179,105,82.7 %,87.4 %,5.44,N/A,B- (2.84),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=678538
"Pedersen, David                    ",ANSC 100 - Spec Top/Socio-Cultural Anthro (A),SP10,17,10,90.0 %,90.0 %,3.70,A- (3.80),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=678543
"Bialecki, Jon Anthony              ",ANSC 100 - Spec Top/Socio-Cultural Anthro (B),SP10,20,12,100.0 %,100.0 %,6.32,B (3.27),B+ (3.61),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=685310
"Stasch, Rupert S                   ","ANSC 109 - Jokes, Monsters, and Strangers (A)",SP10,64,34,79.4 %,67.6 %,3.79,B+ (3.33),B+ (3.32),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=678544
